-1 1:-0.335225 2:-0.170536 3:-0.602417 4:-0.047167 5:-0.521430 6:-0.376045 7:-0.319117 8:-0.297596 9:-0.340412 10:-0.404962 11:-0.327288 12:-0.652237 13:-0.331025 14:-0.196753 15:-0.198088 16:-0.319971 17:-0.330701 18:-0.372363 19:-1.028870 20:-0.172627 21:-0.750377 22:-0.130933 23:-0.307119 24:-0.243755 25:-0.268000 26:-0.229670 27:5.783633 28:-0.195716 29:-0.162887 30:-0.192063 31:-0.141344 32:-0.125800 33:-0.173589 34:-0.125499 35:-0.191456 36:-0.205300 37:-0.276582 38:-0.073126 39:-0.156731 40:-0.180651 41:-0.132836 42:-0.140694 43:-0.180182 44:-0.092913 45:-0.302695 46:-0.193441 47:-0.071903 48:-0.094950 49:-0.139158 50:-0.437703 51:-0.121647 52:-0.384079 53:-0.315819 54:-0.188951 55:-0.138319 56:-0.224834 57:-0.421421 
-1 1:-0.335225 2:-0.170536 3:0.159412 4:-0.047167 5:-0.213519 6:0.614949 7:-0.319117 8:-0.297596 9:-0.340412 10:-0.404962 11:-0.327288 12:-0.652237 13:2.596038 14:-0.196753 15:-0.198088 16:-0.231919 17:-0.330701 18:-0.372363 19:-0.918595 20:-0.172627 21:-0.676249 22:-0.130933 23:-0.307119 24:-0.243755 25:-0.268000 26:-0.229670 27:-0.216609 28:-0.195716 29:-0.162887 30:-0.192063 31:-0.141344 32:-0.125800 33:-0.173589 34:-0.125499 35:-0.191456 36:-0.205300 37:-0.276582 38:-0.073126 39:-0.156731 40:0.088200 41:-0.132836 42:-0.140694 43:-0.180182 44:-0.092913 45:-0.302695 46:-0.110594 47:-0.071903 48:-0.094950 49:-0.139158 50:-0.437703 51:-0.121647 52:-0.384079 53:-0.315819 54:-0.188951 55:-0.125031 56:-0.056041 57:-0.171538 
-1 1:-0.335225 2:-0.170536 3:-0.602417 4:-0.047167 5:-0.521430 6:-0.376045 7:-0.319117 8:-0.297596 9:-0.340412 10:-0.404962 11:-0.327288 12:-0.652237 13:-0.331025 14:-0.196753 15:-0.198088 16:-0.319971 17:-0.330701 18:-0.372363 19:-1.028870 20:-0.172627 21:-0.750377 22:-0.130933 23:-0.307119 24:-0.243755 25:-0.268000 26:-0.229670 27:-0.090604 28:-0.195716 29:-0.162887 30:-0.192063 31:-0.141344 32:-0.125800 33:-0.173589 34:-0.125499 35:-0.191456 36:-0.205300 37:-0.276582 38:-0.073126 39:-0.156731 40:-0.180651 41:-0.132836 42:-0.140694 43:-0.180182 44:-0.092913 45:-0.302695 46:-0.193441 47:-0.071903 48:-0.094950 49:-0.139158 50:0.679444 51:1.955165 52:-0.384079 53:-0.315819 54:-0.188951 55:-0.049855 56:-0.125760 57:-0.019138 
-1 1:-0.335225 2:-0.170536 3:-0.602417 4:-0.047167 5:-0.521430 6:-0.376045 7:-0.319117 8:-0.297596 9:-0.340412 10:-0.404962 11:-0.327288 12:-0.652237 13:-0.331025 14:2.659289 15:-0.198088 16:-0.319971 17:1.361942 18:1.250149 19:0.509180 20:-0.172627 21:0.699241 22:-0.130933 23:-0.307119 24:-0.243755 25:0.386219 26:-0.229670 27:-0.216609 28:-0.195716 29:-0.162887 30:-0.192063 31:-0.141344 32:-0.125800 33:-0.173589 34:-0.125499 35:-0.191456 36:-0.205300 37:-0.276582 38:-0.073126 39:-0.156731 40:-0.180651 41:-0.132836 42:-0.140694 43:-0.180182 44:-0.092913 45:-0.302695 46:-0.193441 47:-0.071903 48:-0.094950 49:-0.139158 50:-0.437703 51:-0.121647 52:-0.384079 53:-0.315819 54:-0.188951 55:-0.128641 56:-0.217495 57:-0.377486 
1 1:-0.335225 2:-0.170536 3:-0.602417 4:-0.047167 5:1.001922 6:-0.376045 7:-0.319117 8:-0.297596 9:-0.340412 10:-0.404962 11:-0.327288 12:-0.652237 13:-0.331025 14:-0.196753 15:-0.198088 16:-0.319971 17:-0.330701 18:-0.372363 19:0.062275 20:-0.172627 21:1.580543 22:-0.130933 23:-0.307119 24:-0.243755 25:-0.268000 26:-0.229670 27:-0.216609 28:-0.195716 29:-0.162887 30:-0.192063 31:-0.141344 32:-0.125800 33:-0.173589 34:-0.125499 35:-0.191456 36:-0.205300 37:-0.276582 38:-0.073126 39:-0.156731 40:-0.180651 41:-0.132836 42:-0.140694 43:-0.180182 44:-0.092913 45:-0.302695 46:-0.193441 47:-0.071903 48:-0.094950 49:-0.139158 50:-0.437703 51:-0.121647 52:0.152581 53:-0.315819 54:-0.188951 55:-0.042793 56:-0.114752 57:-0.281377 
-1 1:-0.335225 2:-0.170536 3:-0.602417 4:-0.047167 5:-0.521430 6:-0.376045 7:-0.319117 8:-0.297596 9:-0.340412 10:2.779097 11:-0.327288 12:1.965635 13:-0.331025 14:-0.196753 15:-0.198088 16:-0.319971 17:-0.330701 18:-0.372363 19:-1.028870 20:-0.172627 21:-0.750377 22:-0.130933 23:-0.307119 24:-0.243755 25:-0.268000 26:-0.229670 27:-0.216609 28:-0.195716 29:-0.162887 30:-0.192063 31:-0.141344 32:-0.125800 33:-0.173589 34:-0.125499 35:-0.191456 36:-0.205300 37:-0.276582 38:-0.073126 39:-0.156731 40:-0.180651 41:-0.132836 42:-0.140694 43:-0.180182 44:-0.092913 45:-0.302695 46:-0.193441 47:-0.071903 48:5.306479 49:-0.139158 50:-0.437703 51:-0.121647 52:0.037224 53:-0.315819 54:-0.188951 55:-0.123802 56:-0.213826 57:-0.370621 
-1 1:-0.335225 2:-0.170536 3:-0.602417 4:-0.047167 5:0.499540 6:-0.376045 7:-0.319117 8:-0.297596 9:-0.340412 10:-0.404962 11:-0.327288 12:-0.652237 13:-0.331025 14:-0.196753 15:-0.198088 16:-0.319971 17:-0.330701 18:-0.372363 19:-1.028870 20:-0.172627 21:-0.750377 22:-0.130933 23:-0.307119 24:-0.243755 25:-0.268000 26:0.138125 27:-0.216609 28:-0.195716 29:-0.162887 30:-0.192063 31:-0.141344 32:-0.125800 33:3.017130 34:-0.125499 35:-0.191456 36:-0.205300 37:-0.276582 38:-0.073126 39:-0.156731 40:-0.180651 41:1.160163 42:-0.140694 43:-0.180182 44:-0.092913 45:0.020243 46:-0.193441 47:-0.071903 48:-0.094950 49:-0.139158 50:0.022299 51:-0.121647 52:-0.384079 53:-0.315819 54:-0.188951 55:-0.122834 56:-0.202818 57:-0.251171 
-1 1:-0.335225 2:-0.170536 3:-0.602417 4:-0.047167 5:-0.521430 6:-0.376045 7:-0.319117 8:-0.297596 9:-0.340412 10:2.715416 11:-0.327288 12:-0.652237 13:-0.331025 14:-0.196753 15:-0.198088 16:-0.319971 17:-0.330701 18:3.241415 19:0.108707 20:-0.172627 21:-0.750377 22:-0.130933 23:-0.307119 24:-0.243755 25:-0.268000 26:-0.229670 27:-0.216609 28:4.736028 29:-0.162887 30:-0.192063 31:-0.141344 32:-0.125800 33:-0.173589 34:-0.125499 35:-0.191456 36:-0.205300 37:-0.276582 38:-0.073126 39:-0.156731 40:-0.180651 41:-0.132836 42:-0.140694 43:-0.180182 44:-0.092913 45:-0.302695 46:-0.193441 47:-0.071903 48:-0.094950 49:-0.139158 50:0.787873 51:-0.121647 52:-0.384079 53:-0.315819 54:-0.188951 55:-0.115902 56:-0.188140 57:-0.392588 
1 1:0.415420 2:-0.114094 3:-0.081166 4:-0.047167 5:0.337481 6:-0.102667 7:-0.142357 8:-0.091063 9:2.669550 10:0.582096 11:0.057114 12:0.853039 13:-0.061870 14:2.075099 15:0.386877 16:0.022454 17:-0.176824 18:-0.372363 19:1.385579 20:0.229850 21:1.069882 22:-0.130933 23:0.106249 24:2.864325 25:-0.268000 26:-0.229670 27:-0.216609 28:-0.195716 29:-0.162887 30:-0.192063 31:-0.141344 32:-0.125800 33:-0.173589 34:-0.125499 35:0.033903 36:-0.205300 37:-0.276582 38:0.161213 39:-0.156731 40:-0.180651 41:-0.132836 42:-0.140694 43:-0.180182 44:-0.092913 45:-0.302695 46:-0.193441 47:-0.071903 48:-0.094950 49:-0.139158 50:-0.293131 51:-0.121647 52:0.040986 53:0.208750 54:-0.126117 55:-0.056264 56:0.043033 57:0.605568 
-1 1:0.761872 2:-0.170536 3:0.680663 4:-0.047167 5:-0.326960 6:0.478260 7:-0.319117 8:-0.297596 9:-0.340412 10:-0.404962 11:-0.327288 12:-0.325003 13:-0.331025 14:-0.196753 15:-0.198088 16:-0.319971 17:0.150163 18:-0.151111 19:-0.431062 20:-0.172627 21:-0.437391 22:-0.130933 23:-0.307119 24:-0.243755 25:0.401087 26:0.221176 27:-0.141606 28:0.433333 29:1.483604 30:0.463552 31:-0.141344 32:-0.125800 33:-0.173589 34:-0.125499 35:0.146583 36:1.154876 37:-0.276582 38:-0.073126 39:-0.156731 40:-0.180651 41:-0.132836 42:0.101087 43:-0.180182 44:0.276303 45:-0.302695 46:-0.193441 47:-0.071903 48:0.580229 49:-0.139158 50:-0.168273 51:-0.121647 52:-0.359001 53:-0.315819 54:-0.188951 55:-0.125476 56:-0.188140 57:-0.061700 
-1 1:-0.335225 2:-0.170536 3:2.023888 4:-0.047167 5:-0.521430 6:-0.376045 7:-0.319117 8:3.084383 9:-0.340412 10:-0.404962 11:-0.327288 12:-0.652237 13:-0.331025 14:-0.196753 15:-0.198088 16:-0.319971 17:-0.330701 18:-0.372363 19:1.257891 20:-0.172627 21:-0.750377 22:-0.130933 23:-0.307119 24:-0.243755 25:-0.268000 26:-0.229670 27:-0.216609 28:3.100500 29:-0.162887 30:-0.192063 31:-0.141344 32:-0.125800 33:-0.173589 34:-0.125499 35:-0.191456 36:-0.205300 37:-0.276582 38:-0.073126 39:-0.156731 40:-0.180651 41:-0.132836 42:-0.140694 43:-0.180182 44:-0.092913 45:1.061977 46:-0.193441 47:-0.071903 48:-0.094950 49:-0.139158 50:0.479015 51:-0.121647 52:-0.209790 53:-0.315819 54:-0.188951 55:-0.108762 56:-0.173462 57:-0.361010 
1 1:-0.335225 2:-0.170536 3:0.460134 4:-0.047167 5:0.337481 6:-0.376045 7:0.851921 8:-0.297596 9:-0.340412 10:0.438814 11:-0.327288 12:-0.652237 13:-0.331025 14:-0.196753 15:-0.198088 16:-0.319971 17:0.688732 18:-0.372363 19:2.366449 20:-0.172627 21:1.877055 22:-0.130933 23:-0.307119 24:-0.243755 25:-0.268000 26:-0.229670 27:-0.216609 28:-0.195716 29:-0.162887 30:-0.192063 31:-0.141344 32:-0.125800 33:-0.173589 34:-0.125499 35:-0.191456 36:-0.205300 37:-0.276582 38:-0.073126 39:-0.156731 40:-0.180651 41:-0.132836 42:-0.140694 43:-0.180182 44:-0.092913 45:-0.302695 46:-0.193441 47:-0.071903 48:-0.094950 49:-0.139158 50:-0.141988 51:-0.121647 52:0.068571 53:-0.315819 54:-0.188951 55:-0.100731 56:-0.158785 57:-0.321193 
1 1:-0.335225 2:-0.170536 3:-0.041069 4:-0.047167 5:-0.262137 6:0.239055 7:-0.319117 8:-0.297596 9:-0.340412 10:-0.404962 11:-0.231187 12:-0.534433 13:0.039063 14:-0.196753 15:-0.198088 16:-0.319971 17:-0.330701 18:-0.372363 19:-0.947615 20:-0.172627 21:-0.733904 22:-0.130933 23:-0.307119 24:-0.160873 25:-0.268000 26:-0.229670 27:-0.216609 28:-0.195716 29:-0.162887 30:-0.192063 31:-0.141344 32:-0.125800 33:-0.173589 34:0.110179 35:-0.191456 36:-0.205300 37:-0.276582 38:-0.073126 39:-0.102191 40:-0.180651 41:-0.132836 42:-0.140694 43:-0.180182 44:-0.092913 45:-0.302695 46:-0.193441 47:-0.071903 48:-0.094950 49:-0.139158 50:-0.056559 51:0.038695 52:-0.346462 53:-0.315819 54:-0.188951 55:0.270885 56:0.336586 57:12.049360 
-1 1:-0.335225 2:-0.170536 3:-0.602417 4:-0.047167 5:-0.521430 6:-0.376045 7:-0.319117 8:-0.297596 9:-0.340412 10:-0.404962 11:-0.327288 12:0.015320 13:-0.331025 14:-0.196753 15:-0.198088 16:-0.319971 17:-0.330701 18:-0.372363 19:-0.431062 20:-0.172627 21:-0.330317 22:-0.130933 23:-0.307119 24:-0.243755 25:0.876883 26:0.992358 27:0.245409 28:2.395965 29:1.149161 30:1.145392 31:1.626899 32:1.590059 33:-0.173589 34:1.591585 35:2.710046 36:1.154876 37:-0.276582 38:-0.073126 39:-0.156731 40:1.342838 41:-0.132836 42:-0.140694 43:-0.180182 44:-0.092913 45:0.228590 46:-0.193441 47:-0.071903 48:-0.094950 49:-0.139158 50:0.350871 51:-0.121647 52:-0.384079 53:-0.315819 54:1.965367 55:-0.096468 56:-0.081727 57:-0.249798 
-1 1:-0.335225 2:-0.142315 3:-0.141310 4:-0.047167 5:-0.375578 6:-0.376045 7:-0.319117 8:-0.194330 9:-0.216289 10:-0.341281 11:-0.135087 12:0.316376 13:-0.331025 14:-0.196753 15:-0.198088 16:-0.192785 17:-0.253763 18:-0.298613 19:-0.489102 20:-0.172627 21:-0.215007 22:-0.130933 23:-0.307119 24:-0.243755 25:0.839711 26:0.149989 27:-0.216609 28:0.383009 29:-0.162887 30:0.279980 31:0.482742 32:-0.125800 33:-0.173589 34:-0.125499 35:0.456452 36:-0.205300 37:0.581272 38:-0.073126 39:-0.047651 40:-0.061162 41:-0.132836 42:0.221977 43:-0.180182 44:0.099079 45:-0.302695 46:-0.193441 47:-0.071903 48:0.013079 49:-0.043579 50:0.166871 51:-0.121647 52:-0.325146 53:-0.118296 54:-0.188951 55:-0.120375 56:-0.155115 57:1.197323 
-1 1:-0.335225 2:-0.170536 3:-0.602417 4:-0.047167 5:-0.521430 6:-0.376045 7:-0.319117 8:-0.297596 9:-0.340412 10:-0.404962 11:-0.327288 12:-0.652237 13:-0.331025 14:-0.196753 15:-0.198088 16:-0.319971 17:-0.330701 18:-0.372363 19:-1.028870 20:-0.172627 21:-0.750377 22:-0.130933 23:-0.307119 24:-0.243755 25:-0.268000 26:-0.229670 27:-0.216609 28:-0.195716 29:-0.162887 30:-0.192063 31:-0.141344 32:-0.125800 33:-0.173589 34:-0.125499 35:-0.191456 36:-0.205300 37:-0.276582 38:-0.073126 39:-0.156731 40:-0.180651 41:-0.132836 42:-0.140694 43:-0.180182 44:-0.092913 45:4.030919 46:-0.193441 47:-0.071903 48:-0.094950 49:-0.139158 50:-0.437703 51:-0.121647 52:0.408372 53:-0.315819 54:-0.188951 55:-0.138319 56:-0.224834 57:-0.422794 
-1 1:-0.335225 2:-0.170536 3:-0.602417 4:-0.047167 5:-0.521430 6:-0.376045 7:-0.319117 8:-0.297596 9:-0.340412 10:0.836821 11:-0.327288 12:-0.652237 13:-0.331025 14:-0.196753 15:-0.198088 16:-0.319971 17:-0.330701 18:-0.372363 19:-0.123452 20:-0.172627 21:-0.750377 22:-0.130933 23:-0.307119 24:-0.243755 25:0.311876 26:0.695750 27:-0.216609 28:3.729549 29:-0.162887 30:-0.192063 31:-0.141344 32:-0.125800 33:-0.173589 34:-0.125499 35:-0.191456 36:1.874969 37:-0.276582 38:-0.073126 39:-0.156731 40:-0.180651 41:-0.132836 42:-0.140694 43:-0.180182 44:-0.092913 45:-0.302695 46:-0.193441 47:-0.071903 48:-0.094950 49:-0.139158 50:0.475729 51:-0.121647 52:-0.384079 53:-0.315819 54:-0.188951 55:-0.099816 56:-0.188140 57:-0.306091 
1 1:-0.335225 2:-0.170536 3:0.680663 4:-0.047167 5:-0.521430 6:1.810976 7:-0.319117 8:-0.297596 9:-0.340412 10:-0.404962 11:-0.327288 12:-0.652237 13:-0.331025 14:-0.196753 15:-0.198088 16:0.306178 17:-0.330701 18:-0.372363 19:0.474356 20:-0.172627 21:-0.750377 22:-0.130933 23:1.249089 24:-0.243755 25:-0.268000 26:-0.229670 27:-0.216609 28:-0.195716 29:-0.162887 30:-0.192063 31:-0.141344 32:-0.125800 33:-0.173589 34:-0.125499 35:-0.191456 36:-0.205300 37:1.439126 38:-0.073126 39:-0.156731 40:-0.180651 41:-0.132836 42:-0.140694 43:-0.180182 44:-0.092913 45:-0.302695 46:-0.193441 47:-0.071903 48:-0.094950 49:0.193599 50:0.183299 51:2.046789 52:0.445988 53:-0.315819 54:-0.188951 55:0.098875 56:0.252190 57:-0.027376 
-1 1:3.302516 2:-0.170536 3:-0.602417 4:-0.047167 5:-0.521430 6:-0.376045 7:-0.319117 8:-0.297596 9:-0.340412 10:-0.404962 11:-0.327288 12:-0.652237 13:-0.331025 14:-0.196753 15:-0.198088 16:-0.319971 17:-0.330701 18:-0.372363 19:-0.297571 20:-0.172627 21:0.287418 22:-0.130933 23:-0.307119 24:-0.243755 25:-0.268000 26:-0.229670 27:-0.216609 28:-0.195716 29:-0.162887 30:-0.192063 31:-0.141344 32:-0.125800 33:-0.173589 34:-0.125499 35:-0.191456 36:-0.205300 37:-0.276582 38:-0.073126 39:-0.156731 40:-0.180651 41:-0.132836 42:-0.140694 43:-0.180182 44:-0.092913 45:-0.302695 46:-0.193441 47:-0.071903 48:-0.094950 49:-0.139158 50:-0.437703 51:-0.121647 52:-0.160888 53:-0.315819 54:-0.188951 55:-0.131204 56:-0.217495 57:-0.409064 
1 1:0.935097 2:-0.170536 3:1.161819 4:-0.047167 5:0.191628 6:4.134686 7:-0.319117 8:-0.297596 9:-0.340412 10:-0.404962 11:-0.327288 12:-0.652237 13:-0.331025 14:-0.196753 15:-0.198088 16:-0.319971 17:-0.330701 18:0.438893 19:-0.007373 20:-0.172627 21:1.061645 22:-0.130933 23:5.042347 24:-0.243755 25:-0.268000 26:-0.229670 27:-0.216609 28:-0.195716 29:-0.162887 30:-0.192063 31:-0.141344 32:-0.125800 33:-0.173589 34:-0.125499 35:-0.191456 36:-0.205300 37:-0.276582 38:-0.073126 39:-0.156731 40:-0.180651 41:-0.132836 42:-0.140694 43:-0.180182 44:-0.092913 45:-0.302695 46:-0.193441 47:-0.071903 48:-0.094950 49:0.646715 50:-0.437703 51:-0.121647 52:0.172643 53:0.882270 54:-0.188951 55:-0.101359 56:-0.169793 57:-0.236069 
